Date,Issuer,Coupon,Maturity,Spread,Curr,Outst,Book Mgr,Note,Identifier
06/01,AGILENT TECH INC,2.100,06/04/30,+145,USD,500,JOINT LEADS,10C CONT,BJ808919 Corp
06/01,WRKCO INC,3.000,06/15/33,+235,USD,600,JOINT LEADS,13C CONT,BJ808909 Corp
06/01,INT DEV FIN CORP,1.050,10/15/29,,USD,18.2,RWP-sole,3 06/08/20,BJ724832 Corp
06/01,FED FARM CREDIT,FRN,06/08/22,,USD,300,JOINT LEADS,06/08/20,BJ809191 Corp
06/01,FED FARM CREDIT,0.200,09/08/21,,USD,414,JOINT LEADS,1.25-NC3MCON,BJ809220 Corp
06/01,FED FARM CREDIT,0.200,12/08/21,,USD,275,JOINT LEADS,1.5-NC6MCONT,BJ809195 Corp
06/01,UB BANCORP,VAR,05/29/30,,USD,25,PERFRM,10C 3MBERM,BJ809173 Corp
06/01,UB BANCORP,VAR,05/29/30,,USD,25,PERFRM,10C 3MBERM,BJ809156 Corp
06/01,FREDDIE MAC,0.550,03/04/24,,USD,50,"FHN,MS",3.75-NC9MBER,BJ809161 Corp
06/01,FREDDIE MAC,0.340,12/02/22,,USD,50,JOINT LEADS,2.5-NC1 1X,BJ809138 Corp
06/01,FREDDIE MAC,0.500,06/03/24,,USD,55,JOINT LEADS,4-NC2 BERM,BJ809054 Corp
06/01,FREDDIE MAC,0.280,06/02/22,,USD,50,RBCCM-sole,2-NC1 1X INC,BJ809010 Corp
06/01,FREDDIE MAC,0.440,06/02/23,,USD,50,JOINT LEADS,3-NC9MO BERM,BJ809030 Corp
06/01,FED HOME LN BANK,0.150,09/02/20,,USD,1000,"DAIWA,TDSEC",3MO-NC,BJ808998 Corp
05/29,VALLEY NATL BANC,VAR,06/15/30,,USD,115,"KBW,MS,PIPR",10C CONT,BJ794014 Corp
05/29,WESCO DISTRIBUT,7.125,06/15/25,+677,USD,1.5B,,5C CONT 144A,BJ716179 Corp
05/29,WESCO DISTRIBUT,7.250,06/15/28,+682,USD,1.33B,,8C CONT 144A,BJ716187 Corp
05/29,ALAMO RE II PTE,FRN,06/08/23,,USD,400,,A 06/09/20,BJ796236 Corp
05/29,EMMETSBURG BANK,VAR,05/27/35,,USD,8,PERTRU,15C 3MBERM,BJ797034 Corp
05/29,EMMETSBURG BANK,VAR,05/27/35,,USD,8,PERTRU,15C 3MBERM,BJ797638 Corp
05/29,FED HOME LN BANK,1.250,06/14/30,,USD,23,FCS-sole,10-NC    INC,BJ436275 Corp
05/29,FED HOME LN BANK,2.125,06/10/22,,USD,2.69B,"BCLY,NOM",10-NC    INC,EJ218932 Corp
05/29,EMMETSBURG BANK,VAR,05/27/30,,USD,8,PERTRU,10C 3MBERM,BJ796463 Corp
05/29,FREDDIE MAC,0.500,12/04/23,,USD,30,PNC-sole,3.5-NC6MO 1X,BJ796316 Corp
05/29,FED FARM CREDIT,0.490,12/08/23,,USD,160,CITI-sole,3.5-NC3MCONT,BJ796130 Corp
05/29,FARMER MAC,2.150,06/10/42,,USD,5.6,CF-sole,22-NC1 BERM,BJ796063 Corp
05/29,FED HOME LN BANK,0.625,06/04/24,,USD,35,CITI-sole,4-NC3MO CONT,BJ796061 Corp
05/29,FED HOME LN BANK,1.200,06/08/28,,USD,35,"BCLY,CITI",8-NC6MO CONT,BJ796019 Corp
05/29,FREDDIE MAC,0.340,09/01/22,,USD,75,JOINT LEADS,2.25-NC6MINC,BJ766721 Corp
05/29,BILIBILI INC,1.250,06/15/27,,USD,800,"BofA,GS,MS",144A,BJ765232 Corp
05/29,CERENCE INC,3.000,06/01/25,,USD,150,"EVRCOR,WFS",06/02/20,BJ762124 Corp
05/29,DATADOG INC,0.125,06/15/25,,USD,747.5,"GS,JPM,MS",06/02/20,BJ769831 Corp
05/29,FIRST BANK,VAR,06/01/30,,USD,30,PIPR,10C 3MBERM,BJ782580 Corp
05/28,QORVO INC,4.375,10/15/29,+265,USD,850,JOINT LEADS,INCREASE,ZR808931 Corp
05/28,BANK NOVA SCOTIA,VAR,PERPETUAL,,USD,1.25B,JOINT LEADS,0C CONT,BJ769727 Corp
05/28,BARCLAYS BK PLC,2.700,06/01/32,,USD,22,BCLY-sole,12C 6MBERM,BJ684945 Corp
05/28,BARCLAYS BK PLC,2.550,06/03/30,,USD,3,BCLY-sole,10C 6MBERM,BJ588975 Corp
05/28,DIVERSIFIED HLTH,9.750,06/15/25,+942,USD,1000,JOINT LEADS,5C CONT,BJ765166 Corp
05/28,ARDAGH PKG FIN,4.125,08/15/26,+220,USD,1.22B,JOINT LEADS,INCREASE,AZ855584 Corp
05/28,MOLINA HEALTHCAR,4.375,06/15/28,,USD,800,JOINT LEADS,8C CONT 144A,BJ765511 Corp
05/28,BRIGHTHOUSE FINA,5.625,05/15/30,+500,USD,615,JOINT LEADS,INCREASE,BJ481412 Corp
05/28,FIRST BUSEY CORP,VAR,06/01/30,+455,USD,125,JOINT LEADS,10C CONT,BJ769818 Corp
05/28,CITIZENS FIN GRP,VAR,PERPETUAL,,USD,400,JOINT LEADS,0C CONT F,BJ764929 Corp
05/28,HSBC HOLDINGS,VAR,06/04/31,+215,USD,1.5B,HSBC-sole,11C CONT,BJ756256 Corp
05/28,YARA INTL SA,3.148,06/04/30,+245,USD,750,JOINT LEADS,10C CONT,BJ764927 Corp
05/28,ORTHO-CLINICAL,7.375,06/01/25,+702,USD,400,,5C CONT 144A,BJ763507 Corp
05/28,HSBC HOLDINGS,VAR,06/04/26,+175,USD,2B,HSBC,6C CONT,BJ756255 Corp
05/28,STANFORD UNIV,1.289,06/01/27,+75,USD,300,JOINT LEADS,7C BERM,BJ766982 Corp
05/28,STANFORD UNIV,2.413,06/01/50,+95,USD,450,JOINT LEADS,30C BERM,BJ767046 Corp
05/28,HEALTH CARE SVCS,1.500,06/01/25,+120,USD,500,JOINT LEADS,5C CONT 144A,BJ765178 Corp
05/28,INTL FC,8.625,06/15/25,,USD,350,,5C CONT 144A,BJ718584 Corp
05/28,HEALTH CARE SVCS,2.200,06/01/30,+155,USD,750,JOINT LEADS,10C CONT,BJ765180 Corp
05/28,HEALTH CARE SVCS,3.200,06/01/50,+180,USD,750,JOINT LEADS,30C CONT,BJ765182 Corp
05/28,FREDDIE MAC,0.500,06/03/24,,USD,75,JOINT LEADS,4-NC2 1X INC,BJ650073 Corp
05/28,FREDDIE MAC,0.400,06/02/23,,USD,25,HILLTO-sole,3-NC1 1X,BJ769840 Corp
05/28,ELEMENT FLEET MA,3.850,06/15/25,+350,USD,400,"JPM,RBCCM",5C CONT 144A,BJ765570 Corp
05/28,MARRIOTT INTL,4.625,06/15/30,+400,USD,1000,JOINT LEADS,10C CONT,BJ765190 Corp
05/28,FERGUSON FIN PLC,3.250,06/02/30,+260,USD,600,JOINT LEADS,10C CONT,BJ765168 Corp
05/28,FREDDIE MAC,0.700,06/10/25,,USD,50,"AP,MSRW",5-NC1 BERINC,BJ751361 Corp
05/28,FED HOME LN BANK,1.650,06/08/33,,USD,15,STFL-sole,13-NC6MOBERM,BJ769566 Corp
05/28,FREDDIE MAC,0.550,06/10/24,,USD,25,JOINT LEADS,4-NC1 BERM,BJ768838 Corp
05/28,FED FARM CREDIT,FRN,06/02/21,,USD,350,JOINT LEADS,06/02/20,BJ766973 Corp
05/28,FREDDIE MAC,0.450,06/01/23,,USD,150,JOINT LEADS,3-NC9MO  INC,BJ765515 Corp
05/28,FED FARM CREDIT,0.940,06/08/27,,USD,55,JOINT LEADS,7-NC3 CONT,BJ768193 Corp
05/28,FED FARM CREDIT,1.320,06/08/28,,USD,250,"FHN,JPM,MS",8-NC3MO CONT,BJ768192 Corp
05/28,FED FARM CREDIT,0.990,06/04/26,,USD,225,"FHN,JPM,MS",6-NC3MO CONT,BJ768190 Corp
05/28,FED FARM CREDIT,1.090,06/04/27,,USD,410,JOINT LEADS,7-NC6MO CONT,BJ768186 Corp
05/28,FED HOME LN BANK,2.625,12/10/21,,USD,2.22B,"BCLY,MS,NOM",10-NC    INC,EI865813 Corp
05/28,FREDDIE MAC,0.300,05/27/22,,USD,75,JOINT LEADS,2-NC6MO  INC,BJ765381 Corp
05/28,BARCLAYS BK PLC,FRN,12/01/20,,USD,250,BCLY-sole,1C CONT GMTN,BJ765666 Corp
05/28,FREDDIE MAC,0.375,12/01/22,,USD,100,BofA-sole,2.5-NC6MBERM,BJ765818 Corp
05/28,JPMORGAN CHASE,2.150,06/23/30,,USD,0,JPM-sole,10C 3MBERM,BJ765638 Corp
05/28,FREDDIE MAC,0.500,09/01/23,,USD,50,JOINT LEADS,3.25-NC6MBER,BJ765661 Corp
05/28,NUVASIVE INC,1.000,06/01/23,,USD,450,"BofA,MS",06/01/20,BJ747154 Corp
05/28,SILICON LABS,0.625,06/15/25,,USD,535,JOINT LEADS,06/01/20,BJ751070 Corp
05/28,AIR CANADA,4.000,07/01/25,,USD,747.5,JOINT LEADS,06/02/20,BJ760966 Corp
05/27,TENCENT HOLD,3.290,06/03/60,+185,USD,750,JOINT LEADS,40C CONT,BJ730773 Corp
05/27,TENCENT HOLD,3.240,06/03/50,+180,USD,2B,JOINT LEADS,30C CONT,BJ730459 Corp
05/27,TENCENT HOLD,2.390,06/03/30,+170,USD,2.25B,JOINT LEADS,10C CONT,BJ730309 Corp
05/27,TENCENT HOLD,1.810,01/26/26,+145,USD,1000,JOINT LEADS,6C CONT 144A,BJ730305 Corp
05/27,BOSTON UNIVERSTY,3.173,10/01/50,+175,USD,150,"BofA,JPM",30C CONT Ee,BJ752704 Corp
05/27,BOSTON UNIVERSTY,2.577,10/01/35,+190,USD,50,"BofA,JPM",15C CONT EE,BJ752701 Corp
05/27,PETROBRAS GLOB,6.750,06/03/50,,USD,1.75B,JOINT LEADS,30C CONT,BJ741402 Corp
05/27,PETROBRAS GLOB,5.600,01/03/31,,USD,1.5B,JOINT LEADS,11C CONT,BJ741401 Corp
05/27,BARCLAYS BK PLC,2.000,05/29/24,,USD,60,BCLY-sole,4C 6MBERM,BJ323719 Corp
05/27,PAR PETRO / FIN,12.875,01/15/26,,USD,105,GS-sole,6C CONT 144A,BJ740448 Corp
05/27,SANTANDER HOLD,3.450,06/02/25,+315,USD,1000,JOINT LEADS,5C CONT,BJ741398 Corp
05/27,HUNTINGTON BANCS,VAR,PERPETUAL,,USD,500,JOINT LEADS,0C BERM F,BJ741022 Corp
05/27,MACQUARIE BK LTD,3.624,06/03/30,+295,USD,750,JOINT LEADS,144A,BJ733615 Corp
05/27,TRUIST FINANCIAL,VAR,PERPETUAL,,USD,1000,JOINT LEADS,0C BERM P,BJ740877 Corp
05/27,CCL INDS INC,3.050,06/01/30,+240,USD,600,JOINT LEADS,10C CONT,BJ741393 Corp
05/27,PARK INTERMED HL,7.500,06/01/25,+715,USD,650,JOINT LEADS,INCREASE,BJ575817 Corp
05/27,HERSHEY COMPANY,2.650,06/01/50,+125,USD,350,JOINT LEADS,30C CONT,BJ741219 Corp
05/27,HERSHEY COMPANY,1.700,06/01/30,+105,USD,350,JOINT LEADS,10C CONT,BJ741218 Corp
05/27,HERSHEY COMPANY,0.900,06/01/25,+60,USD,300,JOINT LEADS,5C CONT,BJ741217 Corp
05/27,MACY'S INC,8.375,06/15/25,+802,USD,1.3B,,5C CONT 144A,BJ717014 Corp
05/27,FREDDIE MAC,0.550,11/27/23,,USD,100,"FHN,MS",3.5-NC6MOINC,BJ741462 Corp
05/27,FED FARM CREDIT,0.250,06/02/22,,USD,600,"CITI,DAIWA",06/02/20,BJ747198 Corp
05/27,FREDDIE MAC,0.750,05/28/25,,USD,500,"FHN,JPM,MS",5-NC1 BERM,BJ747072 Corp
05/27,FED FARM CREDIT,1.800,06/04/35,,USD,185,"DB,TDSEC",15-NC1 CONT,BJ747010 Corp
05/27,FED FARM CREDIT,1.690,06/08/34,,USD,10,INCAP-sole,14-NC1 CONT,BJ747007 Corp
05/27,FANNIE MAE,0.420,06/02/23,,USD,30,SUN-sole,3-NC1 BERINC,BJ746950 Corp
05/27,FED HOME LN BANK,2.125,06/09/23,,USD,1.33B,"MS,TDSEC",INCREASE,EJ669419 Corp
05/27,FED FARM CREDIT,0.580,06/03/24,,USD,345,JOINT LEADS,4-NC1 CONT,BJ746948 Corp
05/27,FARMER MAC,0.480,06/02/23,,USD,8,VS-sole,3-NC6MO BERM,BJ746947 Corp
05/27,FED HOME LN BANK,1.000,06/02/27,,USD,25,TDSEC-sole,7-NC1 CONT,BJ746942 Corp
05/27,FED FARM CREDIT,0.730,12/03/24,,USD,420,"DB,TDSEC",4.5-NC3MCONT,BJ746941 Corp
05/27,FED FARM CREDIT,0.670,06/03/24,,USD,245,JOINT LEADS,4-NC3MO CONT,BJ746938 Corp
05/27,FED HOME LN BANK,2.320,06/02/45,,USD,5,"BB&T,RBCCM",25-NC6MOCONT,BJ746934 Corp
05/27,FED HOME LN BANK,0.700,06/02/25,,USD,25,"BNYM,WFS",5-NC1 CONT,BJ746933 Corp
05/27,FED HOME LN BANK,0.400,06/02/23,,USD,20,CITI-sole,3-NC1 CONT,BJ746828 Corp
05/27,FARMER MAC,0.300,05/20/22,,USD,13,INCAP-sole,2-NC6MO BERM,BJ746707 Corp
05/27,FARMER MAC,0.790,06/04/25,,USD,8,INCAP-sole,5-NC6MO BERM,BJ746675 Corp
05/27,FED HOME LN BANK,1.500,06/04/35,,USD,11,CF-sole,15-NC5 CONT,BJ746522 Corp
05/27,FED HOME LN BANK,1.670,06/01/35,,USD,15,CF-sole,15-NC2 CONT,BJ746443 Corp
05/27,RESIDENTIAL RE,FRN,06/06/24,,USD,100,"GS,SWSCAP",13 05/29/20,BJ746008 Corp
05/27,FED HOME LN BANK,0.930,06/02/26,,USD,35,JOINT LEADS,6-NC3MO CONT,BJ746339 Corp
05/27,BNG BANK NV,1.000,06/03/30,,USD,1.25B,JOINT LEADS,144A,BJ716231 Corp
05/27,FREDDIE MAC,0.400,11/28/22,,USD,300,"BCLY,CITI",2.5-NC3MBERM,BJ742657 Corp
05/27,1LIFE HEALTHCARE,3.000,06/15/25,,USD,275,"JPM,MS",05/29/20,BJ739068 Corp
05/26,MICROCHIP TECH,4.250,09/01/25,+390,USD,1.2B,JOINT LEADS,5C CONT 144A,BJ717595 Corp
05/26,DAVITA INC,4.625,06/01/30,,USD,1.75B,,10C CONT,BJ718598 Corp
05/26,ARDAGH PKG FIN,5.250,08/15/27,+535,USD,1000,JOINT LEADS,7C CONT 144a,BJ729448 Corp
05/26,WELLS FARGO CO,VAR,06/02/28,+187.5,USD,3.25B,WFS-sole,8C BERM MTN,BJ718591 Corp
05/26,WELLS FARGO CO,VAR,06/02/24,+145,USD,2.75B,WFS-sole,4C BERM MTN,BJ718590 Corp
05/26,MERNA REINSURANC,FRN,04/07/23,,USD,250,AONSEC-sole,A 05/29/20,BJ729424 Corp
05/26,TOTAL CAP INTL,3.127,05/29/50,+170,USD,2.5B,JOINT LEADS,30C CONT,BJ719197 Corp
05/26,SWEDBANK AB,1.300,06/02/23,+112.5,USD,1000,JOINT LEADS,144A 99.883,BJ718561 Corp
05/26,MICROCHIP TECH,2.670,09/01/23,+245,USD,1000,JOINT LEADS,3C CONT 144A,BJ729343 Corp
05/26,STRYKER CORP,2.900,06/15/50,+150,USD,650,JOINT LEADS,30C CONT,BJ718750 Corp
05/26,STRYKER CORP,1.950,06/15/30,+130,USD,1000,JOINT LEADS,10C CONT,BJ718748 Corp
05/26,STRYKER CORP,1.150,06/15/25,+85,USD,650,JOINT LEADS,5C CONT,BJ718747 Corp
05/26,CITIGROUP INC,VAR,06/03/31,+188,USD,3.5B,CITI-sole,11C BERM,BJ718315 Corp
05/26,INTERSTATE P&L,2.300,06/01/30,+165,USD,400,"GS,MIZ,MUFG",10C CONT,BJ718792 Corp
05/26,APPLIED MATERIAL,1.750,06/01/30,+110,USD,750,JOINT LEADS,10C CONT,BJ718606 Corp
05/26,APPLIED MATERIAL,2.750,06/01/50,+135,USD,750,JOINT LEADS,30C CONT,BJ718607 Corp
05/26,FREDDIE MAC,0.800,09/10/25,,USD,25,"CF,SUN",5.25-NC3MBER,BJ729384 Corp
05/26,KELLOGG CO,2.100,06/01/30,+143,USD,500,JOINT LEADS,10C CONT,BJ717824 Corp
05/26,FREDDIE MAC,0.300,05/27/22,,USD,65,RJA-sole,2-NC6MO BERM,BJ729376 Corp
05/26,FED HOME LN BANK,0.280,06/10/22,,USD,70,"BNYM,WFS",2-NC6MO  INC,BJ721383 Corp
05/26,FREDDIE MAC,0.500,02/28/24,,USD,25,"INCAP,FCS",3.75-NC1 1X,BJ728469 Corp
05/26,FED FARM CREDIT,1.600,12/02/30,,USD,50,"FHN,JPM,MS",10.5-NC3MCON,BJ724829 Corp
05/26,FED FARM CREDIT,2.120,06/04/40,,USD,102,"FHN,JPM,MS",20-NC1 CONT,BJ724828 Corp
05/26,FED FARM CREDIT,1.780,06/02/33,,USD,25,JOINT LEADS,13-NC3MOCONT,BJ724821 Corp
05/26,FED FARM CREDIT,1.280,06/03/30,,USD,50,JOINT LEADS,10-NC5 CONT,BJ724818 Corp
05/26,INDEPEN BANK COR,VAR,05/30/30,,USD,40,KBW-sole,10C 3MBERM,BJ723751 Corp
05/26,INDEPEN BANK COR,VAR,05/30/30,,USD,40,KBW-sole,10C 3MBERM,BJ724018 Corp
05/26,FED FARM CREDIT,0.340,12/02/22,,USD,250,NOM-sole,2.5-NC3MCONT,BJ723961 Corp
05/26,FED FARM CREDIT,0.800,06/02/25,,USD,400,NOM-sole,5-NC3MO CONT,BJ723985 Corp
05/26,FREDDIE MAC,0.420,05/26/23,,USD,150,"FHN,MS",3-NC1 1X INC,BJ719865 Corp
05/26,FED HOME LN BANK,1.070,06/08/27,,USD,35,"FHN,MS",7-NC6MO CONT,BJ721395 Corp
05/26,FED HOME LN BANK,1.850,06/11/35,,USD,40,"FHN,JPM,MS",15-NC6MOCONT,BJ721392 Corp
05/26,FED HOME LN BANK,2.170,06/08/40,,USD,30,JOINT LEADS,20-NC6MOCONT,BJ721377 Corp
05/26,FREDDIE MAC,0.375,12/01/22,,USD,25,MIZ-sole,2.5-NC6MBERM,BJ720790 Corp
05/26,FREDDIE MAC,0.350,11/28/22,,USD,50,"FHN,MS",2.5-NC1 1X,BJ719975 Corp
05/26,FREDDIE MAC,0.800,05/27/25,,USD,50,"FHN,MS",5-NC6MO BERM,BJ719779 Corp
05/26,FED HOME LN BANK,0.720,05/27/25,,USD,40,JOINT LEADS,5-NC6MO  INC,BJ552625 Corp
05/22,ROMAN CATH D-TX,4.500,06/01/45,,USD,0.02,COUGH,25C 6MBERM,BJ683980 Corp
05/22,ROMAN CATH D-TX,4.500,06/01/44,,USD,0.02,COUGH,24C CONT,BJ683978 Corp
05/22,ROMAN CATH D-TX,4.500,06/01/43,,USD,0.02,COUGH,23C 6MBERM,BJ683977 Corp
05/22,ROMAN CATH D-TX,4.500,06/01/42,,USD,0.02,COUGH,22C 6MBERM,BJ683976 Corp
05/22,ROMAN CATH D-TX,4.500,06/01/41,,USD,0.02,COUGH,21C 6MBERM,BJ683975 Corp
05/22,ROMAN CATH D-TX,4.250,06/01/40,,USD,0.02,COUGH,20C 6MBERM,BJ683974 Corp
05/22,ROMAN CATH D-TX,4.250,06/01/39,,USD,0.02,COUGH,19C 6MBERM,BJ683973 Corp
05/22,ROMAN CATH D-TX,4.250,06/01/38,,USD,0.02,COUGH,18C 6MBERM,BJ683971 Corp
05/22,ROMAN CATH D-TX,4.250,06/01/37,,USD,0.02,COUGH,17C 6MBERM,BJ683970 Corp
05/22,ROMAN CATH D-TX,4.250,06/01/36,,USD,0.02,COUGH,16C 6MBERM,BJ683844 Corp
05/22,FREDDIE MAC,0.450,05/25/23,,USD,50,JOINT LEADS,3-NC6MO BERM,BJ683865 Corp
05/22,FREDDIE MAC,0.300,08/26/22,,USD,100,JOINT LEADS,2.25-NC1 INC,BJ652427 Corp
05/22,UNDER ARMOUR INC,1.500,06/01/24,,USD,500,JOINT LEADS,05/27/20,BJ669335 Corp
05/22,FIVE9 INC,0.500,06/01/25,,USD,747.5,"GS,JPM,MS",05/27/20,BJ670791 Corp
05/21,AT&T INC,2.750,06/01/31,+210,USD,3B,JOINT LEADS,11C CONT *,BJ667571 Corp
05/21,AT&T INC,2.300,06/01/27,+180,USD,2.5B,JOINT LEADS,7C CONT *,BJ667569 Corp
05/21,AT&T INC,3.850,06/01/60,+250,USD,1.5B,JOINT LEADS,40C CONT,BJ667576 Corp
05/21,AT&T INC,3.650,06/01/51,+230,USD,3B,JOINT LEADS,31C CONT,BJ667574 Corp
05/21,ARAB REP EGYPT,7.625,05/29/32,+694.5,USD,1.75B,JOINT LEADS,144A,BJ663038 Corp
05/21,AT&T INC,3.500,06/01/41,+215,USD,2.5B,JOINT LEADS,21C CONT,BJ667572 Corp
05/21,ARAB REP EGYPT,5.750,05/29/24,+540.7,USD,1.25B,JOINT LEADS,144A,BJ663036 Corp
05/21,ARAB REP EGYPT,8.875,05/29/50,+748.7,USD,2B,JOINT LEADS,144A,BJ663041 Corp
05/21,JAGUAR HL / PPDI,5.000,06/15/28,+444,USD,700,JOINT LEADS,8C CONT 144A,BJ667062 Corp
05/21,JAGUAR HL / PPDI,4.625,06/15/25,+427,USD,500,JOINT LEADS,5C CONT 144A,BJ672415 Corp
05/21,US STEEL CORP,12.000,06/01/25,+1316,USD,1.06B,JOINT LEADS,5C CONT 144A,BJ657666 Corp
05/21,OHIOHEALTH,3.042,11/15/50,+165,USD,382.72,JOINT LEADS,2020,BJ672660 Corp
05/21,NORTHWEST FIBER,10.750,06/01/28,+1055.6,USD,250,JOINT LEADS,8C CONT 144A,BJ545587 Corp
05/21,OHIOHEALTH,2.807,11/15/35,+212.5,USD,23.58,JOINT LEADS,2020,BJ672650 Corp
05/21,FREDDIE MAC,0.375,11/25/22,,USD,50,"BNYM,WFS",2.5-NC6MBERM,BJ672658 Corp
05/21,EDGEWELL PERSON,5.500,06/01/28,+497,USD,750,JOINT LEADS,8C CONT 144A,BJ631105 Corp
05/21,MARKEL CORP,VAR,PERPETUAL,,USD,600,JOINT LEADS,0C BERM,BJ668173 Corp
05/21,OHIOHEALTH,2.175,11/15/27,+165,USD,1.04,JOINT LEADS,2020,BJ672616 Corp
05/21,OHIOHEALTH,2.055,11/15/26,+153,USD,1.19,"BCLY,CITI",2020,BJ672615 Corp
05/21,OHIOHEALTH,1.775,11/15/25,+143,USD,1.56,JOINT LEADS,2020,BJ672614 Corp
05/21,OHIOHEALTH,1.615,11/15/24,+127,USD,1.54,"BCLY,CITI",2020,BJ672613 Corp
05/21,FREDDIE MAC,0.275,05/26/22,,USD,25,RBCCM-sole,2-NC1 1X,BJ672636 Corp
05/21,CENTERSTATE BANK,VAR,06/01/30,,USD,200,"KBW,USB",10C 3MBERM,BJ670376 Corp
05/21,OHIOHEALTH,1.364,11/15/23,+115,USD,1.58,JOINT LEADS,2020,BJ672612 Corp
05/21,OHIOHEALTH,1.169,11/15/22,+100,USD,2.05,JOINT LEADS,2020,BJ672611 Corp
05/21,OHIOHEALTH,1.119,11/15/21,+95,USD,5.22,JOINT LEADS,2020,BJ672610 Corp
05/21,TELEFLEX INC,4.250,06/01/28,+366,USD,500,JOINT LEADS,8C CONT 144A,BJ668547 Corp
05/21,ATHENE GLOBAL FU,2.800,05/26/23,+260,USD,450,"BofA,DB,USB",144A 99.952,BJ667795 Corp
05/21,FREDDIE MAC,0.560,11/28/23,,USD,55,UBS-sole,3.5-NC3MBERM,BJ672601 Corp
05/21,OHIOHEALTH,1.069,11/15/20,+90,USD,3.88,JOINT LEADS,2020,BJ672595 Corp
05/21,ROYAL BK CANADA,FRN,11/28/22,,USD,30,RBCCM-sole,GMTN,BJ672587 Corp
05/21,CLARK EQUIP CO,5.875,06/01/25,+554,USD,300,"BofA,GS,JPM",5C CONT 144A,BJ635225 Corp
05/21,XPO LOGISTICS,6.250,05/01/25,+586,USD,1.15B,JOINT LEADS,INCREASE,BJ097846 Corp
05/21,COOPER-STANDARD,13.000,06/01/24,+1331,USD,250,"BofA,DB,GS",4C CONT 144A,BJ603829 Corp
05/21,BANK OF MONTREAL,FRN,06/02/23,,USD,51.7,BMO-sole,MTN 06/03/20,BJ672513 Corp
05/21,WILLIS NORTH AME,2.950,09/15/29,+150,USD,721,"BofA,HSBC",INCREASE,ZR447978 Corp
05/21,FED HOME LN BANK,1.920,06/04/37,,USD,35,JOINT LEADS,17-NC1   INC,BJ670529 Corp
05/21,FANNIE MAE,0.750,05/27/25,,USD,100,JPM-sole,5-NC1 BERM,BJ672245 Corp
05/21,FREDDIE MAC,0.400,05/26/23,,USD,25,RBCCM-sole,3-NC1.5 1X,BJ672115 Corp
05/21,FREDDIE MAC,0.500,11/28/23,,USD,80,JOINT LEADS,3.5-NC1  INC,BJ642095 Corp
05/21,FED FARM CREDIT,0.730,05/27/25,,USD,410,JOINT LEADS,5-NC1 CONINC,BJ611614 Corp
05/21,FED FARM CREDIT,FRN,05/27/22,,USD,350,JOINT LEADS,05/27/20,BJ671032 Corp
05/21,FED FARM CREDIT,1.040,05/27/27,,USD,175,JOINT LEADS,7-NC1 CONINC,BJ647502 Corp
05/21,FED HOME LN BANK,0.540,06/04/24,,USD,15,NOM-sole,4-NC1 CONT,BJ670571 Corp
05/21,FANNIE MAE,0.750,05/27/25,,USD,50,WFS-sole,5-NC6MO BERM,BJ670348 Corp
05/21,FANNIE MAE,0.730,05/27/25,,USD,15,"FCS,SUN",5-NC1 BERM,BJ670222 Corp
05/21,FREDDIE MAC,0.750,05/28/25,,USD,85,JOINT LEADS,5-NC1 BERINC,BJ509250 Corp
05/21,MISSION BANCORP,VAR,05/20/30,,USD,10,N/A-sole,10C CONT,BJ667756 Corp
05/21,MISSION BANCORP,VAR,05/20/30,,USD,10,N/A-sole,10C CONT AI,BJ669111 Corp
05/21,FREDDIE MAC,0.700,11/27/24,,USD,25,"BNYM,WFS",4.5-NC6MBERM,BJ669228 Corp
05/21,FREDDIE MAC,0.500,02/26/24,,USD,25,"INCAP,RBCCM",3.75-NC9MO1X,BJ669171 Corp
05/21,BARCLAYS BK PLC,2.500,06/05/28,,USD,10,BARCBK-sole,EMTN,BJ667853 Corp
05/21,CRYOPORT INC,3.000,06/01/25,,USD,100,"JEFF,SVBLEE",05/26/20,BJ645014 Corp
05/20,BANCO SANTANDER,2.746,05/28/25,+240,USD,1.5B,JOINT LEADS,05/28/20,BJ638756 Corp
05/20,BANCO SANTANDER,3.490,05/28/30,+280,USD,1000,JOINT LEADS,05/28/20,BJ638757 Corp
05/20,HERBALIFE/HLF,7.875,09/01/25,,USD,600,JOINT LEADS,5C CONT 144A,BJ605733 Corp
05/20,EVERGLADES RE II,FRN,05/04/23,,USD,110,"BofA,CITI",2020,BJ657644 Corp
05/20,INT DEV FIN CORP,1.110,05/15/29,,USD,37.5,WFS-sole,1 05/27/20,BJ644160 Corp
05/20,WESTERN ALLIANCE,VAR,06/01/30,+456,USD,225,JOINT LEADS,10C 6MBERM,BJ639720 Corp
05/20,NEWELL BRANDS I,4.875,06/01/25,+465,USD,500,JOINT LEADS,5C CONT 99.5,BJ639588 Corp
05/20,TOYOTA MTR CRED,1.350,08/25/23,+115,USD,1000,JOINT LEADS,MTN 05/26/20,BJ649946 Corp
05/20,TOYOTA MTR CRED,1.150,05/26/22,+100,USD,1.25B,JOINT LEADS,MTN 05/26/20,BJ640175 Corp
05/20,MARQUETTE UNIVER,3.210,10/01/33,+253,USD,4.43,BCLY,05/28/20,BJ657593 Corp
05/20,MARQUETTE UNIVER,3.110,10/01/32,+243,USD,4.29,BCLY,05/28/20,BJ657592 Corp
05/20,MARQUETTE UNIVER,3.010,10/01/31,+233,USD,4.16,BCLY,05/28/20,BJ657591 Corp
